,date,close,date,close
521,2015-03-06,69.6894444444,2015-03-06,83.687
522,2015-03-09,69.8877777778,2015-03-09,84.205
523,2015-03-10,68.3638888889,2015-03-10,82.614
524,2015-03-11,68.6088888889,2015-03-11,82.588
525,2015-03-12,69.0116666667,2015-03-12,83.611
526,2015-03-13,68.6505555556,2015-03-13,83.334
527,2015-03-16,69.2638888889,2015-03-16,84.593
528,2015-03-17,69.0588888889,2015-03-17,84.251
529,2015-03-18,69.7377777778,2015-03-18,85.289
530,2015-03-19,69.8638888889,2015-03-19,84.884
531,2015-03-20,70.4144444444,2015-03-20,85.416
532,2015-03-23,70.5438888889,2015-03-23,85.198
533,2015-03-24,70.3272222222,2015-03-24,85.059
534,2015-03-25,68.5627777778,2015-03-25,84.371
535,2015-03-26,68.5322222222,2015-03-26,83.769
536,2015-03-27,68.9727777778,2015-03-27,84.027
537,2015-03-30,69.315,2015-03-30,84.95
538,2015-03-31,68.5205555556,2015-03-31,84.484
539,2015-04-01,68.5677777778,2015-04-01,83.781
540,2015-04-02,68.9677777778,2015-04-02,83.99
541,2015-04-06,69.2866666667,2015-04-06,85.11
542,2015-04-07,69.0661111111,2015-04-07,84.587
543,2015-04-08,69.25,2015-04-08,84.887
544,2015-04-09,69.7177777778,2015-04-09,85.434
545,2015-04-10,69.86,2015-04-10,85.312
546,2015-04-13,69.5683333333,2015-04-13,85.323
547,2015-04-14,69.55,2015-04-14,85.785
548,2015-04-15,69.9927777778,2015-04-15,86.108
549,2015-04-16,69.7172222222,2015-04-16,85.795
550,2015-04-17,68.9105555556,2015-04-17,84.648
551,2015-04-20,69.7877777778,2015-04-20,85.017
552,2015-04-21,70.3316666667,2015-04-21,85.949
553,2015-04-22,70.5588888889,2015-04-22,86.004
554,2015-04-23,71.1077777778,2015-04-23,86.114
555,2015-04-24,70.0344444444,2015-04-24,86.226
556,2015-04-27,69.2938888889,2015-04-27,86.347
557,2015-04-28,69.395,2015-04-28,86.434
558,2015-04-29,68.7166666667,2015-04-29,85.901
559,2015-04-30,68.13,2015-04-30,85.203
560,2015-05-01,68.9127777778,2015-05-01,86.262
561,2015-05-04,69.3955555556,2015-05-04,86.579
562,2015-05-05,67.925,2015-05-05,85.671
563,2015-05-06,67.9455555556,2015-05-06,85.599
564,2015-05-07,68.3605555556,2015-05-07,85.957
565,2015-05-08,69.3527777778,2015-05-08,86.956
566,2015-05-11,69.2633333333,2015-05-11,86.827
567,2015-05-12,68.9055555556,2015-05-12,87.067
568,2015-05-13,69.2266666667,2015-05-13,86.421
569,2015-05-14,68.9994444444,2015-05-14,86.968
570,2015-05-15,69.3611111111,2015-05-15,87.036
571,2015-05-18,69.7888888889,2015-05-18,87.102
572,2015-05-19,69.7311111111,2015-05-19,86.916
573,2015-05-20,69.3111111111,2015-05-20,86.807
574,2015-05-21,69.3677777778,2015-05-21,87.362
575,2015-05-22,69.4788888889,2015-05-22,87.089
576,2015-05-26,68.7983333333,2015-05-26,86.383
577,2015-05-27,69.38,2015-05-27,86.931
578,2015-05-28,69.4605555556,2015-05-28,86.687
579,2015-05-29,69.33,2015-05-29,85.713
580,2015-06-01,69.9588888889,2015-06-01,85.83
581,2015-06-02,69.7944444444,2015-06-02,85.924
582,2015-06-03,69.8005555556,2015-06-03,86.009
583,2015-06-04,69.7711111111,2015-06-04,85.121
584,2015-06-05,69.6711111111,2015-06-05,85.027
585,2015-06-08,68.6555555556,2015-06-08,84.625
586,2015-06-09,68.5011111111,2015-06-09,84.871
587,2015-06-10,69.3855555556,2015-06-10,85.784
588,2015-06-11,69.4866666667,2015-06-11,85.943
589,2015-06-12,69.0322222222,2015-06-12,85.069
590,2015-06-15,69.0733333333,2015-06-15,84.548
591,2015-06-16,69.1533333333,2015-06-16,85.112
592,2015-06-17,69.335,2015-06-17,85.537
593,2015-06-18,70.2677777778,2015-06-18,86.73
594,2015-06-19,70.0822222222,2015-06-19,86.562
595,2015-06-22,70.3611111111,2015-06-22,86.892
596,2015-06-23,70.1916666667,2015-06-23,86.874
597,2015-06-24,69.7133333333,2015-06-24,86.311
598,2015-06-25,70.4716666667,2015-06-25,85.636
599,2015-06-26,70.1038888889,2015-06-26,85.75
600,2015-06-29,68.5516666667,2015-06-29,83.956
601,2015-06-30,68.6,2015-06-30,83.881
602,2015-07-01,69.2861111111,2015-07-01,84.633
603,2015-07-02,69.3533333333,2015-07-02,84.357
604,2015-07-06,68.9805555556,2015-07-06,84.007
605,2015-07-07,69.3816666667,2015-07-07,84.975
606,2015-07-08,68.2,2015-07-08,83.862
607,2015-07-09,68.2733333333,2015-07-09,84.356
608,2015-07-10,69.0266666667,2015-07-10,85.245
609,2015-07-13,69.5666666667,2015-07-13,86.021
610,2015-07-14,70.0233333333,2015-07-14,85.57
611,2015-07-15,69.8077777778,2015-07-15,85.296
612,2015-07-16,69.94,2015-07-16,85.969
613,2015-07-17,69.5533333333,2015-07-17,85.875
614,2015-07-20,65.4388888889,2015-07-20,85.86
615,2015-07-21,65.4644444444,2015-07-21,84.828
616,2015-07-22,65.75,2015-07-22,84.383
617,2015-07-23,66.0044444444,2015-07-23,84.126
618,2015-07-24,65.6033333333,2015-07-24,83.418
619,2015-07-27,65.3077777778,2015-07-27,83.173
620,2015-07-28,66.0822222222,2015-07-28,83.977
621,2015-07-29,66.46,2015-07-29,84.452
622,2015-07-30,67.0522222222,2015-07-30,84.34
623,2015-07-31,66.9666666667,2015-07-31,84.472
624,2015-08-03,66.9111111111,2015-08-03,83.933
625,2015-08-04,66.91,2015-08-04,83.908
626,2015-08-05,67.3211111111,2015-08-05,84.381
627,2015-08-06,66.8622222222,2015-08-06,83.636
628,2015-08-07,66.8,2015-08-07,83.213
629,2015-08-10,67.8111111111,2015-08-10,84.105
630,2015-08-11,67.4055555556,2015-08-11,83.262
631,2015-08-12,67.5666666667,2015-08-12,83.5
632,2015-08-13,66.9411111111,2015-08-13,83.092
633,2015-08-14,67.3077777778,2015-08-14,83.112
634,2015-08-17,67.6988888889,2015-08-17,83.433
635,2015-08-18,67.0633333333,2015-08-18,83.508
636,2015-08-19,66.4511111111,2015-08-19,83.057
637,2015-08-20,64.9044444444,2015-08-20,82.013
638,2015-08-21,63.5611111111,2015-08-21,79.937
639,2015-08-24,61.2944444444,2015-08-24,77.13
640,2015-08-25,60.7244444444,2015-08-25,76.017
641,2015-08-26,62.7844444444,2015-08-26,77.994
642,2015-08-27,64.5744444444,2015-08-27,79.724
643,2015-08-28,64.6166666667,2015-08-28,79.713
644,2015-08-31,64.0333333333,2015-08-31,79.475
645,2015-09-01,62.2344444444,2015-09-01,77.645
646,2015-09-02,63.0688888889,2015-09-02,78.71
647,2015-09-03,63.4744444444,2015-09-03,78.692
648,2015-09-04,62.3555555556,2015-09-04,77.589
649,2015-09-08,63.79,2015-09-08,79.706
650,2015-09-09,62.8733333333,2015-09-09,78.724
651,2015-09-10,62.5933333333,2015-09-10,78.726
652,2015-09-11,62.5011111111,2015-09-11,78.816
653,2015-09-14,62.5122222222,2015-09-14,78.18
654,2015-09-15,63.1433333333,2015-09-15,79.309
655,2015-09-16,63.6355555556,2015-09-16,79.923
656,2015-09-17,62.9955555556,2015-09-17,79.353
657,2015-09-18,61.6455555556,2015-09-18,77.782
658,2015-09-21,61.64,2015-09-21,78.32
659,2015-09-22,60.4655555556,2015-09-22,77.454
660,2015-09-23,60.4277777778,2015-09-23,77.214
661,2015-09-24,59.5933333333,2015-09-24,77.303
662,2015-09-25,59.0522222222,2015-09-25,77.577
663,2015-09-28,57.4511111111,2015-09-28,76.262
664,2015-09-29,57.5211111111,2015-09-29,76.343
665,2015-09-30,59.1633333333,2015-09-30,77.295
666,2015-10-01,58.7577777778,2015-10-01,76.659
667,2015-10-02,59.5488888889,2015-10-02,77.991
668,2015-10-05,60.8338888889,2015-10-05,79.516
669,2015-10-06,60.3766666667,2015-10-06,79.236
670,2015-10-07,61.1477777778,2015-10-07,80.198
671,2015-10-08,61.3066666667,2015-10-08,81.156
672,2015-10-09,61.5755555556,2015-10-09,81.098
673,2015-10-12,61.34,2015-10-12,80.787
674,2015-10-13,60.5122222222,2015-10-13,80.013
675,2015-10-14,60.465,2015-10-14,79.303
676,2015-10-15,59.7411111111,2015-10-15,79.94
677,2015-10-16,59.7811111111,2015-10-16,78.696
678,2015-10-19,55.5365,2015-10-19,78.257
679,2015-10-20,55.983,2015-10-20,78.394
680,2015-10-21,55.421,2015-10-21,78.533
681,2015-10-22,56.638,2015-10-22,80.611
682,2015-10-23,57.79,2015-10-23,80.337
683,2015-10-26,57.889,2015-10-26,80.284
684,2015-10-27,57.641,2015-10-27,80.149
685,2015-10-28,58.0785,2015-10-28,80.134
686,2015-10-29,57.7005,2015-10-29,80.067
687,2015-10-30,57.799,2015-10-30,80.336
688,2015-11-02,58.445,2015-11-02,81.222
689,2015-11-03,58.347,2015-11-03,81.268
690,2015-11-04,57.708,2015-11-04,80.857
691,2015-11-05,56.956,2015-11-05,80.815
692,2015-11-06,57.366,2015-11-06,80.262
693,2015-11-09,56.599,2015-11-09,79.307
694,2015-11-10,56.527,2015-11-10,79.739
695,2015-11-11,56.182,2015-11-11,79.406
696,2015-11-12,55.524,2015-11-12,77.299
697,2015-11-13,54.897,2015-11-13,76.177
698,2015-11-16,55.8475,2015-11-16,77.399
699,2015-11-17,55.754,2015-11-17,76.873
700,2015-11-18,56.528,2015-11-18,77.813
701,2015-11-19,56.047,2015-11-19,77.857
702,2015-11-20,56.736,2015-11-20,77.77
703,2015-11-23,56.452,2015-11-23,78.142
704,2015-11-24,56.857,2015-11-24,78.257
705,2015-11-25,56.977,2015-11-25,78.524
706,2015-11-27,57.166,2015-11-27,78.763
707,2015-11-30,57.114,2015-11-30,78.448
708,2015-12-01,58.345,2015-12-01,78.794
709,2015-12-02,57.383,2015-12-02,77.863
710,2015-12-03,56.709,2015-12-03,77.283
711,2015-12-04,57.578,2015-12-04,78.542
712,2015-12-07,57.402,2015-12-07,78.157
713,2015-12-08,57.5675,2015-12-08,77.172
714,2015-12-09,56.681,2015-12-09,76.371
715,2015-12-10,57.023,2015-12-10,76.504
716,2015-12-11,55.5395,2015-12-11,75.027
717,2015-12-14,55.3995,2015-12-14,75.803
718,2015-12-15,56.026,2015-12-15,76.185
719,2015-12-16,56.45,2015-12-16,77.388
720,2015-12-17,55.184,2015-12-17,76.374
721,2015-12-18,54.502,2015-12-18,75.416
722,2015-12-21,55.4215,2015-12-21,76.342
723,2015-12-22,55.9965,2015-12-22,77.639
724,2015-12-23,56.771,2015-12-23,78.75
725,2015-12-24,56.816,2015-12-24,78.629
726,2015-12-28,56.81,2015-12-28,78.6
727,2015-12-29,57.557,2015-12-29,79.363
728,2015-12-30,57.127,2015-12-30,78.956
729,2015-12-31,56.565,2015-12-31,77.9855
730,2016-01-04,55.745,2016-01-04,77.197
731,2016-01-05,55.683,2016-01-05,77.218
732,2016-01-06,54.783,2016-01-06,76.411
733,2016-01-07,53.775,2016-01-07,75.497
734,2016-01-08,52.646,2016-01-08,74.507
735,2016-01-11,53.372,2016-01-11,74.006
736,2016-01-12,53.506,2016-01-12,74.284
737,2016-01-13,51.985,2016-01-13,72.969
738,2016-01-14,52.8035,2016-01-14,73.818
739,2016-01-15,50.949,2016-01-15,73.068
740,2016-01-19,50.597,2016-01-19,72.763
741,2016-01-20,50.198,2016-01-20,71.856
742,2016-01-21,50.059,2016-01-21,72.551
743,2016-01-22,51.546,2016-01-22,73.613
744,2016-01-25,51.0805,2016-01-25,72.391
745,2016-01-26,52.133,2016-01-26,73.487
746,2016-01-27,51.608,2016-01-27,73.246
747,2016-01-28,51.6705,2016-01-28,74.528
748,2016-01-29,53.184,2016-01-29,76.384
749,2016-02-01,53.333,2016-02-01,76.275
750,2016-02-02,52.4705,2016-02-02,74.859
751,2016-02-03,52.849,2016-02-03,75.708
752,2016-02-04,51.981,2016-02-04,76.913
753,2016-02-05,51.066,2016-02-05,76.493
754,2016-02-08,48.82,2016-02-08,76.388
755,2016-02-09,48.307,2016-02-09,76.86
756,2016-02-10,48.542,2016-02-10,76.061
757,2016-02-11,47.609,2016-02-11,75.291
758,2016-02-12,49.174,2016-02-12,77.084
759,2016-02-16,50.228,2016-02-16,78.077
760,2016-02-17,51.235,2016-02-17,78.952
761,2016-02-18,51.256,2016-02-18,78.966
762,2016-02-19,51.108,2016-02-19,79.192
763,2016-02-22,52.343,2016-02-22,80.214
764,2016-02-23,51.678,2016-02-23,79.901
765,2016-02-24,52.411,2016-02-24,80.136
766,2016-02-25,53.07,2016-02-25,80.931
767,2016-02-26,53.26,2016-02-26,80.73
768,2016-02-29,52.835,2016-02-29,80.217
769,2016-03-01,54.111,2016-03-01,82.181
770,2016-03-02,54.118,2016-03-02,82.037
771,2016-03-03,54.594,2016-03-03,82.351
772,2016-03-04,54.797,2016-03-04,82.731
773,2016-03-07,54.911,2016-03-07,82.874
774,2016-03-08,53.89,2016-03-08,82.721
775,2016-03-09,53.879,2016-03-09,82.225
776,2016-03-10,54.103,2016-03-10,82.034
777,2016-03-11,55.23,2016-03-11,82.692
778,2016-03-14,55.293,2016-03-14,82.852
779,2016-03-15,55.048,2016-03-15,82.631
780,2016-03-16,55.511,2016-03-16,83.457
781,2016-03-17,56.134,2016-03-17,85.295
782,2016-03-18,56.447,2016-03-18,85.136
783,2016-03-21,56.514,2016-03-21,85.153
784,2016-03-22,56.594,2016-03-22,84.849
785,2016-03-23,56.14,2016-03-23,84.683
786,2016-03-24,56.04,2016-03-24,84.651
787,2016-03-28,56.08,2016-03-28,84.825
788,2016-03-29,56.939,2016-03-29,85.529
789,2016-03-30,57.133,2016-03-30,86.041
790,2016-03-31,57.151,2016-03-31,85.835
791,2016-04-01,57.58,2016-04-01,86.579
792,2016-04-04,57.216,2016-04-04,85.831
793,2016-04-05,56.576,2016-04-05,85.446
794,2016-04-06,57.159,2016-04-06,85.664
795,2016-04-07,56.308,2016-04-07,84.687
796,2016-04-08,56.427,2016-04-08,85.028
797,2016-04-11,56.395,2016-04-11,84.959
798,2016-04-12,56.537,2016-04-12,85.212
799,2016-04-13,57.106,2016-04-13,85.842
800,2016-04-14,56.155,2016-04-14,85.809
801,2016-04-15,56.028,2016-04-15,86.142
802,2016-04-18,56.436,2016-04-18,86.027
803,2016-04-19,56.145,2016-04-19,85.845
804,2016-04-20,56.619,2016-04-20,85.166
805,2016-04-21,56.12,2016-04-21,84.41
806,2016-04-22,56.294,2016-04-22,84.322
807,2016-04-25,56.176,2016-04-25,84.264
808,2016-04-26,56.608,2016-04-26,84.933
809,2016-04-27,56.932,2016-04-27,85.663
810,2016-04-28,56.012,2016-04-28,84.6775
811,2016-04-29,54.472,2016-04-29,84.046
812,2016-05-02,54.795,2016-05-02,84.513
813,2016-05-03,53.436,2016-05-03,84.186
814,2016-05-04,53.168,2016-05-04,83.604
815,2016-05-05,53.194,2016-05-05,83.606
816,2016-05-06,53.566,2016-05-06,83.759
817,2016-05-09,53.541,2016-05-09,83.767
818,2016-05-10,54.087,2016-05-10,84.424
819,2016-05-11,53.428,2016-05-11,83.298
820,2016-05-12,52.699,2016-05-12,83.295
821,2016-05-13,52.688,2016-05-13,82.281
822,2016-05-16,52.734,2016-05-16,82.927
823,2016-05-17,52.2615,2016-05-17,81.491
824,2016-05-18,52.315,2016-05-18,80.677
825,2016-05-19,52.111,2016-05-19,80.186
826,2016-05-20,52.743,2016-05-20,80.752
827,2016-05-23,52.578,2016-05-23,80.675
828,2016-05-24,53.394,2016-05-24,81.822
829,2016-05-25,53.7005,2016-05-25,82.27
830,2016-05-26,53.679,2016-05-26,82.365
831,2016-05-27,54.146,2016-05-27,82.465
832,2016-05-31,54.301,2016-05-31,82.549
833,2016-06-01,54.214,2016-06-01,82.611
834,2016-06-02,54.884,2016-06-02,82.93
835,2016-06-03,54.559,2016-06-03,82.815
836,2016-06-06,54.617,2016-06-06,83.219
837,2016-06-07,55.176,2016-06-07,83.252
838,2016-06-08,55.414,2016-06-08,83.554
839,2016-06-09,55.363,2016-06-09,83.026
840,2016-06-10,54.471,2016-06-10,82.602
841,2016-06-13,53.745,2016-06-13,81.53
842,2016-06-14,53.786,2016-06-14,82.023
843,2016-06-15,53.8195,2016-06-15,82.02
844,2016-06-16,53.824,2016-06-16,82.366
845,2016-06-17,53.851,2016-06-17,82.395
846,2016-06-20,54.836,2016-06-20,82.925
847,2016-06-21,55.185,2016-06-21,82.942
848,2016-06-22,55.254,2016-06-22,83.151
849,2016-06-23,56.395,2016-06-23,84.133
850,2016-06-24,53.636,2016-06-24,81.248
851,2016-06-27,51.965,2016-06-27,80.183
852,2016-06-28,53.232,2016-06-28,81.27
853,2016-06-29,54.327,2016-06-29,82.53
854,2016-06-30,54.998,2016-06-30,84.393
855,2016-07-01,54.944,2016-07-01,84.581
856,2016-07-05,54.16,2016-07-05,83.938
857,2016-07-06,54.363,2016-07-06,83.828
858,2016-07-07,54.689,2016-07-07,83.652
859,2016-07-08,56.099,2016-07-08,85.282
860,2016-07-11,56.209,2016-07-11,85.629
861,2016-07-12,56.97,2016-07-12,85.65
862,2016-07-13,56.929,2016-07-13,85.666
863,2016-07-14,56.98,2016-07-14,86.111
864,2016-07-15,56.912,2016-07-15,85.938
865,2016-07-18,57.17,2016-07-18,85.691
866,2016-07-19,57.018,2016-07-19,84.212
867,2016-07-20,57.73,2016-07-20,84.147
868,2016-07-21,57.601,2016-07-21,83.571
869,2016-07-22,57.981,2016-07-22,84.264
870,2016-07-25,58.115,2016-07-25,84.216
871,2016-07-26,58.437,2016-07-26,84.36
872,2016-07-27,58.23,2016-07-27,83.846
873,2016-07-28,58.581,2016-07-28,84.123
874,2016-07-29,58.641,2016-07-29,83.859
875,2016-08-01,58.637,2016-08-01,83.713
876,2016-08-02,57.401,2016-08-02,82.698
877,2016-08-03,57.859,2016-08-03,82.843
878,2016-08-04,58.038,2016-08-04,83.171
879,2016-08-05,58.598,2016-08-05,83.775
880,2016-08-08,58.536,2016-08-08,83.854
881,2016-08-09,58.509,2016-08-09,83.424
882,2016-08-10,57.954,2016-08-10,83.636
883,2016-08-11,58.625,2016-08-11,84.75
884,2016-08-12,58.62,2016-08-12,84.89
885,2016-08-15,58.837,2016-08-15,85.259
886,2016-08-16,57.857,2016-08-16,84.875
887,2016-08-17,57.348,2016-08-17,84.464
888,2016-08-18,57.515,2016-08-18,84.627
889,2016-08-19,57.693,2016-08-19,84.433
890,2016-08-22,57.69,2016-08-22,84.362
891,2016-08-23,57.87,2016-08-23,84.787
892,2016-08-24,57.506,2016-08-24,84.674
893,2016-08-25,57.879,2016-08-25,84.332
894,2016-08-26,57.926,2016-08-26,84.126
895,2016-08-29,58.2,2016-08-29,84.861
896,2016-08-30,58.164,2016-08-30,84.605
897,2016-08-31,58.09,2016-08-31,84.129
898,2016-09-01,58.263,2016-09-01,83.867
899,2016-09-02,59.081,2016-09-02,84.385
900,2016-09-06,58.944,2016-09-06,84.183
901,2016-09-07,59.68,2016-09-07,83.776
902,2016-09-08,59.012,2016-09-08,83.765
903,2016-09-09,57.361,2016-09-09,81.446
904,2016-09-12,58.263,2016-09-12,82.404
905,2016-09-13,57.283,2016-09-13,81.261
906,2016-09-14,57.057,2016-09-14,81.141
907,2016-09-15,57.609,2016-09-15,81.911
908,2016-09-16,57.364,2016-09-16,80.68
909,2016-09-19,57.634,2016-09-19,81.057
910,2016-09-20,57.355,2016-09-20,80.728
911,2016-09-21,58.207,2016-09-21,81.567
912,2016-09-22,58.458,2016-09-22,82.43
913,2016-09-23,58.182,2016-09-23,81.371
914,2016-09-26,57.832,2016-09-26,80.642
915,2016-09-27,58.229,2016-09-27,81.264
916,2016-09-28,58.558,2016-09-28,81.318
917,2016-09-29,58.273,2016-09-29,80.908
918,2016-09-30,58.003,2016-09-30,82.088
919,2016-10-03,57.991,2016-10-03,82.039
920,2016-10-04,57.911,2016-10-04,81.154
921,2016-10-05,58.018,2016-10-05,81.625
922,2016-10-06,58.364,2016-10-06,81.978
923,2016-10-07,58.244,2016-10-07,81.336
924,2016-10-10,58.791,2016-10-10,81.155
925,2016-10-11,57.771,2016-10-11,79.676
926,2016-10-12,58.119,2016-10-12,79.909
927,2016-10-13,58.341,2016-10-13,79.347
928,2016-10-14,58.315,2016-10-14,79.264
929,2016-10-17,58.032,2016-10-17,79.096
930,2016-10-18,58.464,2016-10-18,78.202
931,2016-10-19,58.669,2016-10-19,77.706
932,2016-10-20,58.064,2016-10-20,77.709
933,2016-10-21,58.786,2016-10-21,77.77
934,2016-10-24,59.128,2016-10-24,77.624
935,2016-10-25,58.694,2016-10-25,77.28
936,2016-10-26,58.507,2016-10-26,77.928
937,2016-10-27,58.533,2016-10-27,77.302
938,2016-10-28,58.672,2016-10-28,77.84
939,2016-10-31,58.578,2016-10-31,78.077
940,2016-11-01,57.927,2016-11-01,77.717
941,2016-11-02,57.112,2016-11-02,77.332
942,2016-11-03,56.892,2016-11-03,77.071
943,2016-11-04,56.854,2016-11-04,76.902
944,2016-11-07,58.749,2016-11-07,78.154
945,2016-11-08,59.124,2016-11-08,78.555
946,2016-11-09,57.796,2016-11-09,80.339
947,2016-11-10,57.934,2016-11-10,81.165
948,2016-11-11,58.195,2016-11-11,80.987
949,2016-11-14,58.147,2016-11-14,81.426
950,2016-11-15,58.624,2016-11-15,81.717
951,2016-11-16,59.029,2016-11-16,81.939
952,2016-11-17,59.989,2016-11-17,81.369
953,2016-11-18,59.675,2016-11-18,81.109
954,2016-11-21,60.043,2016-11-21,82.087
955,2016-11-22,59.548,2016-11-22,82.62
956,2016-11-23,59.39,2016-11-23,82.68
957,2016-11-25,59.785,2016-11-25,83.172
958,2016-11-28,59.623,2016-11-28,82.736
959,2016-11-29,59.603,2016-11-29,82.893
960,2016-11-30,59.147,2016-11-30,83.172
961,2016-12-01,57.719,2016-12-01,83.875
962,2016-12-02,58.23,2016-12-02,83.741
963,2016-12-05,58.769,2016-12-05,83.796
964,2016-12-06,58.967,2016-12-06,84.001
965,2016-12-07,60.423,2016-12-07,84.828
966,2016-12-08,60.619,2016-12-08,84.99
967,2016-12-09,60.227,2016-12-09,85.352
968,2016-12-12,59.912,2016-12-12,84.945
969,2016-12-13,60.493,2016-12-13,85.352
970,2016-12-14,60.02,2016-12-14,84.267
971,2016-12-15,60.437,2016-12-15,84.322
972,2016-12-16,59.43,2016-12-16,84.47
973,2016-12-19,60.097,2016-12-19,84.722
974,2016-12-20,60.263,2016-12-20,85.15
975,2016-12-21,60.099,2016-12-21,84.837
976,2016-12-22,59.922,2016-12-22,84.099
977,2016-12-23,60.089,2016-12-23,84.027
978,2016-12-27,60.329,2016-12-27,84.356
979,2016-12-28,59.798,2016-12-28,83.287
980,2016-12-29,59.581,2016-12-29,83.334
981,2016-12-30,59.275,2016-12-30,82.822
982,2017-01-03,60.125,2017-01-03,83.508
983,2017-01-04,60.848,2017-01-04,84.112
984,2017-01-05,59.712,2017-01-05,83.395
985,2017-01-06,59.792,2017-01-06,83.077
986,2017-01-09,59.825,2017-01-09,82.55
987,2017-01-10,59.423,2017-01-10,82.706
988,2017-01-11,59.874,2017-01-11,83.472
989,2017-01-12,59.848,2017-01-12,83.324
990,2017-01-13,60.101,2017-01-13,83.325
991,2017-01-17,60.178,2017-01-17,83.881
992,2017-01-18,60.513,2017-01-18,84.219
993,2017-01-19,59.964,2017-01-19,83.948
994,2017-01-20,60.264,2017-01-20,84.145
995,2017-01-23,60.043,2017-01-23,83.673
996,2017-01-24,60.455,2017-01-24,84.873
997,2017-01-25,61.388,2017-01-25,85.799
998,2017-01-26,61.382,2017-01-26,85.636
999,2017-01-27,61.551,2017-01-27,85.306
1000,2017-01-30,61.044,2017-01-30,84.994
1001,2017-01-31,61.026,2017-01-31,84.888
1002,2017-02-01,61.32,2017-02-01,84.81
1003,2017-02-02,61.596,2017-02-02,84.672
1004,2017-02-03,62.243,2017-02-03,84.862
1005,2017-02-06,61.832,2017-02-06,85.01
1006,2017-02-07,62.074,2017-02-07,85.546
1007,2017-02-08,62.743,2017-02-08,85.851
1008,2017-02-09,63.292,2017-02-09,86.198
1009,2017-02-10,63.309,2017-02-10,86.49
1010,2017-02-13,63.736,2017-02-13,86.457
1011,2017-02-14,63.663,2017-02-14,86.443
1012,2017-02-15,63.9605,2017-02-15,86.732
1013,2017-02-16,63.527,2017-02-16,87.033
1014,2017-02-17,63.648,2017-02-17,87.817
1015,2017-02-21,64.461,2017-02-21,88.363
1016,2017-02-22,64.601,2017-02-22,88.038
1017,2017-02-23,64.461,2017-02-23,87.071
1018,2017-02-24,64.871,2017-02-24,87.396
1019,2017-02-27,65.069,2017-02-27,87.375
1020,2017-02-28,65.131,2017-02-28,86.262
1021,2017-03-01,65.747,2017-03-01,86.943
1022,2017-03-02,65.341,2017-03-02,86.391
1023,2017-03-03,65.35,2017-03-03,86.167
1024,2017-03-06,64.881,2017-03-06,86.048
1025,2017-03-07,64.518,2017-03-07,85.65
1026,2017-03-08,64.612,2017-03-08,85.287
1027,2017-03-09,64.6,2017-03-09,84.654
1028,2017-03-10,65.206,2017-03-10,85.152
1029,2017-03-13,65.298,2017-03-13,85.351
1030,2017-03-14,64.922,2017-03-14,84.954
1031,2017-03-15,65.511,2017-03-15,85.71
1032,2017-03-16,65.661,2017-03-16,85.555
1033,2017-03-17,65.565,2017-03-17,85.248
1034,2017-03-20,65.507,2017-03-20,84.873
1035,2017-03-21,64.645,2017-03-21,84.14
1036,2017-03-22,65.01,2017-03-22,84.127
1037,2017-03-23,65.171,2017-03-23,84.182
1038,2017-03-24,65.626,2017-03-24,83.853
1039,2017-03-27,66.039,2017-03-27,83.639
1040,2017-03-28,66.253,2017-03-28,84.194
1041,2017-03-29,66.654,2017-03-29,84.184
1042,2017-03-30,66.831,2017-03-30,83.795
1043,2017-03-31,66.722,2017-03-31,83.584
1044,2017-04-03,65.836,2017-04-03,83.04
1045,2017-04-04,65.693,2017-04-04,82.884
1046,2017-04-05,65.565,2017-04-05,82.718
1047,2017-04-06,66.087,2017-04-06,82.694
1048,2017-04-07,66.212,2017-04-07,82.558
1049,2017-04-10,66.501,2017-04-10,82.78
1050,2017-04-11,66.806,2017-04-11,82.86
1051,2017-04-12,66.518,2017-04-12,82.012
1052,2017-04-13,66.267,2017-04-13,81.518
1053,2017-04-17,66.611,2017-04-17,82.203
1054,2017-04-18,66.398,2017-04-18,79.808
1055,2017-04-19,67.2785,2017-04-19,79.636
1056,2017-04-20,67.478,2017-04-20,79.987
1057,2017-04-21,67.267,2017-04-21,79.739
1058,2017-04-24,67.824,2017-04-24,79.838
1059,2017-04-25,68.561,2017-04-25,80.603
1060,2017-04-26,67.604,2017-04-26,80.557
1061,2017-04-27,68.078,2017-04-27,80.397
1062,2017-04-28,67.975,2017-04-28,80.169
1063,2017-05-01,68.488,2017-05-01,79.725
1064,2017-05-02,69.017,2017-05-02,79.154
1065,2017-05-03,68.847,2017-05-03,79.409
1066,2017-05-04,69.028,2017-05-04,79.15
1067,2017-05-05,69.462,2017-05-05,79.538
1068,2017-05-08,69.409,2017-05-08,79.488
1069,2017-05-09,69.474,2017-05-09,79.451
1070,2017-05-10,69.667,2017-05-10,79.586
1071,2017-05-11,69.106,2017-05-11,78.955
1072,2017-05-12,68.956,2017-05-12,78.309
1073,2017-05-15,69.564,2017-05-15,78.123
1074,2017-05-16,69.869,2017-05-16,77.659
1075,2017-05-17,68.891,2017-05-17,76.673
1076,2017-05-18,69.071,2017-05-18,76.448
1077,2017-05-19,69.572,2017-05-19,76.824
1078,2017-05-22,70.011,2017-05-22,77.32
1079,2017-05-23,70.098,2017-05-23,76.906
1080,2017-05-24,70.3015,2017-05-24,77.061
1081,2017-05-25,70.951,2017-05-25,77.318
