date,close
2013-02-08,68.43833
2013-02-11,68.497
2013-02-12,69.16266
2013-02-13,69.44466
2013-02-14,69.76133
2013-02-15,70.21466
2013-02-19,70.23133
2013-02-20,69.72333
2013-02-21,69.26866
2013-02-22,69.97566
2013-02-25,68.91233
2013-02-26,69.362
2013-02-27,70.29933
2013-02-28,70.06133
2013-03-01,70.25333
2013-03-04,70.92933
2013-03-05,71.47766
2013-03-06,71.18733
2013-03-07,71.19033
2013-03-08,71.59966
2013-03-11,71.907
2013-03-12,71.37133
2013-03-13,71.41233
2013-03-14,71.74599
2013-03-15,71.51666
2013-03-18,71.12066
2013-03-19,71.52433
2013-03-20,72.57766
2013-03-21,71.99566
2013-03-22,72.46466
2013-03-25,71.522
2013-03-26,72.41399
2013-03-27,72.43066
2013-03-28,73.11799
2013-04-01,72.30266
2013-04-02,72.61033
2013-04-03,71.52733
2013-04-04,72.85833
2013-04-05,72.52066
2013-04-08,73.20733
2013-04-09,73.36599
2013-04-10,73.90199
2013-04-11,74.23833
2013-04-12,74.03266
2013-04-15,72.63199
2013-04-16,74.99966
2013-04-17,74.13733
2013-04-18,74.17633
2013-04-19,75.09433
2013-04-22,75.202
2013-04-23,75.87066
2013-04-24,75.66799
2013-04-25,76.08299
2013-04-26,75.69833
2013-04-29,75.96666
2013-04-30,76.16333
2013-05-01,75.11566
2013-05-02,75.54433
2013-05-03,76.79166
2013-05-06,76.66366
2013-05-07,77.52999
2013-05-08,77.43533
2013-05-09,76.95099
2013-05-10,77.76866
2013-05-13,77.95833
2013-05-14,79.02533
2013-05-15,79.26899
2013-05-16,78.54966
2013-05-17,79.72466
2013-05-20,79.36799
2013-05-21,79.79666
2013-05-22,78.47299
2013-05-23,78.27133
2013-05-24,78.35533
2013-05-28,78.85266
2013-05-29,77.14766
2013-05-30,76.87966
2013-05-31,76.25533
2013-06-03,76.69966
2013-06-04,76.50333
2013-06-05,75.11366
2013-06-06,75.50766
2013-06-07,76.89433
2013-06-10,76.48833
2013-06-11,76.10466
2013-06-12,75.35866
2013-06-13,76.14733
2013-06-14,76.09733
2013-06-17,76.525
2013-06-18,77.11966
2013-06-19,75.65
2013-06-20,74.043
2013-06-21,74.47233
2013-06-24,73.954
2013-06-25,74.66533
2013-06-26,74.75466
2013-06-27,74.989
2013-06-28,74.544
2013-07-01,75.27366
2013-07-02,75.577
2013-07-03,75.60266
2013-07-05,76.048
2013-07-08,76.35666
2013-07-09,77.44666
2013-07-10,77.473
2013-07-11,78.41833
2013-07-12,78.614
2013-07-15,78.59866
2013-07-16,78.163
2013-07-17,78.34033
2013-07-18,78.239
2013-07-19,78.469
2013-07-22,78.40533
2013-07-23,78.078
2013-07-24,77.59166
2013-07-25,77.55933
2013-07-26,77.59
2013-07-29,77.438
2013-07-30,77.802
2013-07-31,78.264
2013-08-01,79.716
2013-08-02,79.676
2013-08-05,79.503
2013-08-06,78.992
2013-08-07,78.39
2013-08-08,78.438
2013-08-09,78.193
2013-08-12,77.925
2013-08-13,77.916
2013-08-14,77.09
2013-08-15,75.909
2013-08-16,75.811
2013-08-19,75.374
2013-08-20,75.624
2013-08-21,74.77
2013-08-22,75.281
2013-08-23,75.588
2013-08-26,75.01
2013-08-27,73.72
2013-08-28,73.668
2013-08-29,73.704
2013-08-30,73.806
2013-09-03,74.283
2013-09-04,75.052
2013-09-05,75.525
2013-09-06,75.486
2013-09-09,76.64
2013-09-10,77.598
2013-09-11,77.838
2013-09-12,77.741
2013-09-13,77.815
2013-09-16,78.61
2013-09-17,78.757
2013-09-18,80.071
2013-09-19,79.994
2013-09-20,79.153
2013-09-23,78.688
2013-09-24,78.53
2013-09-25,78.179
2013-09-26,78.593
2013-09-27,77.915
2013-09-30,77.472
2013-10-01,78.154
2013-10-02,78.049
2013-10-03,77.512
2013-10-04,77.813
2013-10-07,76.945
2013-10-08,76.111
2013-10-09,75.826
2013-10-10,77.236
2013-10-11,77.531
2013-10-14,77.743
2013-10-15,76.966
2013-10-16,77.877
2013-10-17,78.985
2013-10-18,79.098
2013-10-21,79.008
2013-10-22,79.918
2013-10-23,79.938
2013-10-24,79.83
2013-10-25,80.629
2013-10-28,81.073
2013-10-29,81.773
2013-10-30,81.368
2013-10-31,81.087
2013-11-01,81.322
2013-11-04,81.792
2013-11-05,81.325
2013-11-06,82.016
2013-11-07,80.324
2013-11-08,81.175
2013-11-11,81.379
2013-11-12,81.148
2013-11-13,81.441
2013-11-14,81.791
2013-11-15,81.265
2013-11-18,80.739
2013-11-19,80.317
2013-11-20,79.845
2013-11-21,80.298
2013-11-22,80.755
2013-11-25,80.465
2013-11-26,80.564
2013-11-27,80.69
2013-11-29,80.608
2013-12-02,80.246
2013-12-03,79.851
2013-12-04,79.405
2013-12-05,78.919
2013-12-06,79.899
2013-12-09,80.141
2013-12-10,79.854
2013-12-11,79.262
2013-12-12,78.66
2013-12-13,78.49
2013-12-16,78.889
2013-12-17,78.211
2013-12-18,80.009
2013-12-19,79.67
2013-12-20,79.636
2013-12-23,79.881
2013-12-24,80.21
2013-12-26,80.601
2013-12-27,80.627
2013-12-30,80.808
2013-12-31,80.734
2014-01-02,79.896
2014-01-03,80.063
2014-01-06,79.758
2014-01-07,80.002
2014-01-08,79.965
2014-01-09,80.299
2014-01-10,81.384
2014-01-13,80.54
2014-01-14,81.34
2014-01-15,81.415
2014-01-16,81.658
2014-01-17,81.077
2014-01-21,81.224
2014-01-22,81.016
2014-01-23,79.743
2014-01-24,77.359
2014-01-27,77.045
2014-01-28,77.331
2014-01-29,76.487
2014-01-30,76.849
2014-01-31,76.536
2014-02-03,74.313
2014-02-04,74.595
2014-02-05,74.741
2014-02-06,75.821
2014-02-07,76.532
2014-02-10,76.778
2014-02-11,77.808
2014-02-12,78.016
2014-02-13,78.408
2014-02-14,79.082
2014-02-18,79.229
2014-02-19,79.047
2014-02-20,79.313
2014-02-21,79.336
2014-02-24,79.841
2014-02-25,79.703
2014-02-26,80.174
2014-02-27,80.564
2014-02-28,81.331
2014-03-03,80.53
2014-03-04,81.372
2014-03-05,81.174
2014-03-06,81.162
2014-03-07,81.272
2014-03-10,81.074
2014-03-11,80.728
2014-03-12,80.674
2014-03-13,79.337
2014-03-14,79.438
2014-03-17,80.365
2014-03-18,80.641
2014-03-19,79.881
2014-03-20,80.101
2014-03-21,80.177
2014-03-24,80.008
2014-03-25,80.719
2014-03-26,80.222
2014-03-27,80.077
2014-03-28,80.466
2014-03-31,81.197
2014-04-01,81.196
2014-04-02,81.603
2014-04-03,81.929
2014-04-04,81.237
2014-04-07,79.974
2014-04-08,81.016
2014-04-09,82.024
2014-04-10,80.518
2014-04-11,79.989
2014-04-14,80.238
2014-04-15,80.74
2014-04-16,81.501
2014-04-17,81.961
2014-04-21,81.754
2014-04-22,81.877
2014-04-23,82.071
2014-04-24,81.909
2014-04-25,81.072
2014-04-28,81.503
2014-04-29,81.088
2014-04-30,82.133
2014-05-01,81.843
2014-05-02,81.809
2014-05-05,81.334
2014-05-06,80.533
2014-05-07,81.448
2014-05-08,81.387
2014-05-09,81.522
2014-05-12,82.296
2014-05-13,82.348
2014-05-14,81.891
2014-05-15,81.174
2014-05-16,81.579
2014-05-19,81.823
2014-05-20,80.48
2014-05-21,81.136
2014-05-22,81.161
2014-05-23,81.407
2014-05-27,81.604
2014-05-28,81.69
2014-05-29,82.186
2014-05-30,82.743
2014-06-02,82.969
2014-06-03,82.958
2014-06-04,83.148
2014-06-05,83.859
2014-06-06,84.379
2014-06-09,84.423
2014-06-10,84.291
2014-06-11,84.02
2014-06-12,82.495
2014-06-13,82.562
2014-06-16,82.755
2014-06-17,82.906
2014-06-18,83.902
2014-06-19,84.143
2014-06-20,84.13
2014-06-23,83.753
2014-06-24,82.975
2014-06-25,83.025
2014-06-26,82.845
2014-06-27,83.002
2014-06-30,83.032
2014-07-01,82.879
2014-07-02,82.825
2014-07-03,83.795
2014-07-07,83.289
2014-07-08,82.882
2014-07-09,83.1
2014-07-10,82.588
2014-07-11,82.379
2014-07-14,82.555
2014-07-15,82.607
2014-07-16,82.608
2014-07-17,82.083
2014-07-18,82.369
2014-07-21,81.89
2014-07-22,81.652
2014-07-23,81.659
2014-07-24,81.655
2014-07-25,81.605
2014-07-28,81.144
2014-07-29,80.537
2014-07-30,80.429
2014-07-31,78.649
2014-08-01,79.087
2014-08-04,79.363
2014-08-05,78.649
2014-08-06,78.041
2014-08-07,77.639
2014-08-08,78.665
2014-08-11,79.058
2014-08-12,79.117
2014-08-13,79.399
2014-08-14,79.545
2014-08-15,79.26
2014-08-18,80.315
2014-08-19,80.748
2014-08-20,80.936
2014-08-21,81.366
2014-08-22,81.134
2014-08-25,81.571
2014-08-26,81.198
2014-08-27,81.11
2014-08-28,80.863
2014-08-29,80.974
2014-09-02,81.162
2014-09-03,81.323
2014-09-04,81.893
2014-09-05,81.976
2014-09-08,81.599
2014-09-09,81.254
2014-09-10,81.521
2014-09-11,81.55
2014-09-12,81.534
2014-09-15,81.491
2014-09-16,81.929
2014-09-17,82.127
2014-09-18,82.687
2014-09-19,82.602
2014-09-22,81.986
2014-09-23,81.584
2014-09-24,82.447
2014-09-25,81.249
2014-09-26,81.796
2014-09-29,81.71
2014-09-30,81.475
2014-10-01,80.843
2014-10-02,81.375
2014-10-03,82.121
2014-10-06,81.905
2014-10-07,80.656
2014-10-08,81.668
2014-10-09,80.015
2014-10-10,79.464
2014-10-13,77.889
2014-10-14,78.462
2014-10-15,78.258
2014-10-16,77.341
2014-10-17,78.076
2014-10-20,78.517
2014-10-21,79.955
2014-10-22,79.46
2014-10-23,80.266
2014-10-24,80.861
2014-10-27,80.955
2014-10-28,81.784
2014-10-29,81.782
2014-10-30,83.215
2014-10-31,83.212
2014-11-03,83.178
2014-11-04,83.807
2014-11-05,84.364
2014-11-06,84.827
2014-11-07,85.306
2014-11-10,85.125
2014-11-11,84.904
2014-11-12,85.079
2014-11-13,84.821
2014-11-14,84.852
2014-11-17,84.78
2014-11-18,84.963
2014-11-19,85.699
2014-11-20,85.542
2014-11-21,86.331
2014-11-24,86.703
2014-11-25,86.642
2014-11-26,86.573
2014-11-28,86.787
2014-12-01,85.922
2014-12-02,86.364
2014-12-03,86.945
2014-12-04,87.071
2014-12-05,87.41
2014-12-08,86.828
2014-12-09,86.668
2014-12-10,85.108
2014-12-11,86.175
2014-12-12,85.264
2014-12-15,84.822
2014-12-16,84.719
2014-12-17,85.492
2014-12-18,87.607
2014-12-19,88.198
2014-12-22,88.59
2014-12-23,89.312
2014-12-24,89.186
2014-12-26,89.36
2014-12-29,89.493
2014-12-30,89.118
2014-12-31,88.304
2015-01-02,88.222
2015-01-05,86.64
2015-01-06,85.591
2015-01-07,86.592
2015-01-08,87.861
2015-01-09,86.818
2015-01-12,85.896
2015-01-13,85.562
2015-01-14,84.82
2015-01-15,84.347
2015-01-16,85.372
2015-01-20,85.388
2015-01-21,85.714
2015-01-22,86.489
2015-01-23,85.399
2015-01-26,84.402
2015-01-27,83.553
2015-01-28,82.642
2015-01-29,83.624
2015-01-30,82.3
2015-02-02,83.723
2015-02-03,85.025
2015-02-04,83.67
2015-02-05,84.146
2015-02-06,84.153
2015-02-09,83.732
2015-02-10,84.347
2015-02-11,84.347
2015-02-12,84.473
2015-02-13,84.531
2015-02-17,84.301
2015-02-18,84.475
2015-02-19,84.247
2015-02-20,84.711
2015-02-23,84.67
2015-02-24,85.009
2015-02-25,85.158
2015-02-26,85.292
2015-02-27,85.054
2015-03-02,85.745
2015-03-03,85.671
2015-03-04,84.521
2015-03-05,84.99
2015-03-06,83.687
2015-03-09,84.205
2015-03-10,82.614
2015-03-11,82.588
2015-03-12,83.611
2015-03-13,83.334
2015-03-16,84.593
2015-03-17,84.251
2015-03-18,85.289
2015-03-19,84.884
2015-03-20,85.416
2015-03-23,85.198
2015-03-24,85.059
2015-03-25,84.371
2015-03-26,83.769
2015-03-27,84.027
2015-03-30,84.95
2015-03-31,84.484
2015-04-01,83.781
2015-04-02,83.99
2015-04-06,85.11
2015-04-07,84.587
2015-04-08,84.887
2015-04-09,85.434
2015-04-10,85.312
2015-04-13,85.323
2015-04-14,85.785
2015-04-15,86.108
2015-04-16,85.795
2015-04-17,84.648
2015-04-20,85.017
2015-04-21,85.949
2015-04-22,86.004
2015-04-23,86.114
2015-04-24,86.226
2015-04-27,86.347
2015-04-28,86.434
2015-04-29,85.901
2015-04-30,85.203
2015-05-01,86.262
2015-05-04,86.579
2015-05-05,85.671
2015-05-06,85.599
2015-05-07,85.957
2015-05-08,86.956
2015-05-11,86.827
2015-05-12,87.067
2015-05-13,86.421
2015-05-14,86.968
2015-05-15,87.036
2015-05-18,87.102
2015-05-19,86.916
2015-05-20,86.807
2015-05-21,87.362
2015-05-22,87.089
2015-05-26,86.383
2015-05-27,86.931
2015-05-28,86.687
2015-05-29,85.713
2015-06-01,85.83
2015-06-02,85.924
2015-06-03,86.009
2015-06-04,85.121
2015-06-05,85.027
2015-06-08,84.625
2015-06-09,84.871
2015-06-10,85.784
2015-06-11,85.943
2015-06-12,85.069
2015-06-15,84.548
2015-06-16,85.112
2015-06-17,85.537
2015-06-18,86.73
2015-06-19,86.562
2015-06-22,86.892
2015-06-23,86.874
2015-06-24,86.311
2015-06-25,85.636
2015-06-26,85.75
2015-06-29,83.956
2015-06-30,83.881
2015-07-01,84.633
2015-07-02,84.357
2015-07-06,84.007
2015-07-07,84.975
2015-07-08,83.862
2015-07-09,84.356
2015-07-10,85.245
2015-07-13,86.021
2015-07-14,85.57
2015-07-15,85.296
2015-07-16,85.969
2015-07-17,85.875
2015-07-20,85.86
2015-07-21,84.828
2015-07-22,84.383
2015-07-23,84.126
2015-07-24,83.418
2015-07-27,83.173
2015-07-28,83.977
2015-07-29,84.452
2015-07-30,84.34
2015-07-31,84.472
2015-08-03,83.933
2015-08-04,83.908
2015-08-05,84.381
2015-08-06,83.636
2015-08-07,83.213
2015-08-10,84.105
2015-08-11,83.262
2015-08-12,83.5
2015-08-13,83.092
2015-08-14,83.112
2015-08-17,83.433
2015-08-18,83.508
2015-08-19,83.057
2015-08-20,82.013
2015-08-21,79.937
2015-08-24,77.13
2015-08-25,76.017
2015-08-26,77.994
2015-08-27,79.724
2015-08-28,79.713
2015-08-31,79.475
2015-09-01,77.645
2015-09-02,78.71
2015-09-03,78.692
2015-09-04,77.589
2015-09-08,79.706
2015-09-09,78.724
2015-09-10,78.726
2015-09-11,78.816
2015-09-14,78.18
2015-09-15,79.309
2015-09-16,79.923
2015-09-17,79.353
2015-09-18,77.782
2015-09-21,78.32
2015-09-22,77.454
2015-09-23,77.214
2015-09-24,77.303
2015-09-25,77.577
2015-09-28,76.262
2015-09-29,76.343
2015-09-30,77.295
2015-10-01,76.659
2015-10-02,77.991
2015-10-05,79.516
2015-10-06,79.236
2015-10-07,80.198
2015-10-08,81.156
2015-10-09,81.098
2015-10-12,80.787
2015-10-13,80.013
2015-10-14,79.303
2015-10-15,79.94
2015-10-16,78.696
2015-10-19,78.257
2015-10-20,78.394
2015-10-21,78.533
2015-10-22,80.611
2015-10-23,80.337
2015-10-26,80.284
2015-10-27,80.149
2015-10-28,80.134
2015-10-29,80.067
2015-10-30,80.336
2015-11-02,81.222
2015-11-03,81.268
2015-11-04,80.857
2015-11-05,80.815
2015-11-06,80.262
2015-11-09,79.307
2015-11-10,79.739
2015-11-11,79.406
2015-11-12,77.299
2015-11-13,76.177
2015-11-16,77.399
2015-11-17,76.873
2015-11-18,77.813
2015-11-19,77.857
2015-11-20,77.77
2015-11-23,78.142
2015-11-24,78.257
2015-11-25,78.524
2015-11-27,78.763
2015-11-30,78.448
2015-12-01,78.794
2015-12-02,77.863
2015-12-03,77.283
2015-12-04,78.542
2015-12-07,78.157
2015-12-08,77.172
2015-12-09,76.371
2015-12-10,76.504
2015-12-11,75.027
2015-12-14,75.803
2015-12-15,76.185
2015-12-16,77.388
2015-12-17,76.374
2015-12-18,75.416
2015-12-21,76.342
2015-12-22,77.639
2015-12-23,78.75
2015-12-24,78.629
2015-12-28,78.6
2015-12-29,79.363
2015-12-30,78.956
2015-12-31,77.9855
2016-01-04,77.197
2016-01-05,77.218
2016-01-06,76.411
2016-01-07,75.497
2016-01-08,74.507
2016-01-11,74.006
2016-01-12,74.284
2016-01-13,72.969
2016-01-14,73.818
2016-01-15,73.068
2016-01-19,72.763
2016-01-20,71.856
2016-01-21,72.551
2016-01-22,73.613
2016-01-25,72.391
2016-01-26,73.487
2016-01-27,73.246
2016-01-28,74.528
2016-01-29,76.384
2016-02-01,76.275
2016-02-02,74.859
2016-02-03,75.708
2016-02-04,76.913
2016-02-05,76.493
2016-02-08,76.388
2016-02-09,76.86
2016-02-10,76.061
2016-02-11,75.291
2016-02-12,77.084
2016-02-16,78.077
2016-02-17,78.952
2016-02-18,78.966
2016-02-19,79.192
2016-02-22,80.214
2016-02-23,79.901
2016-02-24,80.136
2016-02-25,80.931
2016-02-26,80.73
2016-02-29,80.217
2016-03-01,82.181
2016-03-02,82.037
2016-03-03,82.351
2016-03-04,82.731
2016-03-07,82.874
2016-03-08,82.721
2016-03-09,82.225
2016-03-10,82.034
2016-03-11,82.692
2016-03-14,82.852
2016-03-15,82.631
2016-03-16,83.457
2016-03-17,85.295
2016-03-18,85.136
2016-03-21,85.153
2016-03-22,84.849
2016-03-23,84.683
2016-03-24,84.651
2016-03-28,84.825
2016-03-29,85.529
2016-03-30,86.041
2016-03-31,85.835
2016-04-01,86.579
2016-04-04,85.831
2016-04-05,85.446
2016-04-06,85.664
2016-04-07,84.687
2016-04-08,85.028
2016-04-11,84.959
2016-04-12,85.212
2016-04-13,85.842
2016-04-14,85.809
2016-04-15,86.142
2016-04-18,86.027
2016-04-19,85.845
2016-04-20,85.166
2016-04-21,84.41
2016-04-22,84.322
2016-04-25,84.264
2016-04-26,84.933
2016-04-27,85.663
2016-04-28,84.6775
2016-04-29,84.046
2016-05-02,84.513
2016-05-03,84.186
2016-05-04,83.604
2016-05-05,83.606
2016-05-06,83.759
2016-05-09,83.767
2016-05-10,84.424
2016-05-11,83.298
2016-05-12,83.295
2016-05-13,82.281
2016-05-16,82.927
2016-05-17,81.491
2016-05-18,80.677
2016-05-19,80.186
2016-05-20,80.752
2016-05-23,80.675
2016-05-24,81.822
2016-05-25,82.27
2016-05-26,82.365
